,Text,Lemma,POS,Tag,Dep,Shape,Is_Alpha,Is_Stop
3435,effet,effet,NOUN,NOUN,obl:mod,xxxx,True,True
3436,réellement,réellement,ADV,ADV,advmod,xxxx,True,False
3437,difficulté,difficulter,VERB,VERB,ROOT,xxxx,True,False
3438,",",",",PUNCT,PUNCT,punct,",",False,False
3439,à,à,ADP,ADP,case,x,True,True
3440,savoir,savoir,VERB,VERB,fixed,xxxx,True,False
3441,le,le,DET,DET,det,xx,True,True
3442,participe,participe,NOUN,NOUN,conj,xxxx,True,False
3443,äamtu,äamtu,VERB,VERB,amod,xxxx,True,False
3444,ak,ak,ADJ,ADJ,xcomp,xx,True,False
3445,(,(,PUNCT,PUNCT,punct,(,False,False
3446,pas,pas,ADV,ADV,advmod,xxx,True,True
3447,ak,ak,PROPN,PROPN,obl:agent,xx,True,False
3448,-,-,PROPN,PROPN,flat:name,-,False,False
3449,a,avoir,VERB,VERB,punct,x,True,True
3450,!,!,PUNCT,PUNCT,punct,!,False,False
3451,),),PUNCT,PUNCT,punct,),False,False
3452,attesté,attester,VERB,VERB,ROOT,xxxx,True,False
3453,à,à,ADP,ADP,case,x,True,True
3454,époque,époque,NOUN,NOUN,obl:mod,xxxx,True,False
3455,ancienne,ancien,ADJ,ADJ,xcomp,xxxx,True,False
3456,.,.,PUNCT,PUNCT,punct,.,False,False
3457,La,le,DET,DET,det,Xx,True,True
3458,première,premier,ADJ,ADJ,amod,xxxx,True,True
3459,occurrence,occurrence,NOUN,NOUN,nsubj,xxxx,True,False
3460,de,de,ADP,ADP,case,xx,True,True
3461,ak,ak,NOUN,NOUN,nmod,xx,True,False
3462,-,-,PROPN,PROPN,nmod,-,False,False
3463,a,avoir,VERB,VERB,ROOT,x,True,True
3464,que,que,SCONJ,SCONJ,mark,xxx,True,True
3465,je,je,PRON,PRON,nsubj,xx,True,True
3466,connaisse,connaître,VERB,VERB,ccomp,xxxx,True,False
3467,date,date,NOUN,NOUN,obj,xxxx,True,False
3468,de,de,ADP,ADP,case,xx,True,True
3469,Sˇ,Sˇ,PROPN,PROPN,obl:arg,Xx,True,False
3470,43,43,NUM,NUM,nummod,dd,False,False
3471,(,(,PUNCT,PUNCT,punct,(,False,False
3472,Touzalin,Touzalin,PROPN,PROPN,appos,Xxxxx,True,False
3473,",",",",PUNCT,PUNCT,punct,",",False,False
3474,M.,m.,NOUN,NOUN,appos,X.,False,False
3475,Touzalin,Touzalin,PROPN,PROPN,nmod,Xxxxx,True,False
3476,1982,1982,NUM,NUM,nmod,dddd,False,False
3477,  ,  ,SPACE,SPACE,dep,  ,False,False
3478,233:3,233:3,NUM,NUM,nmod,ddd:d,False,False
3479,[,[,PUNCT,PUNCT,punct,[,False,False
3480,Um.])8,um.])8,ADJ,ADJ,appos,Xx.])d,False,False
3481,",",",",PUNCT,PUNCT,punct,",",False,False
3482,et,et,CCONJ,CCONJ,cc,xx,True,True
3483,avant,avant,ADP,ADP,case,xxxx,True,True
3484,l’,l’,NOUN,NOUN,obl:mod,x’,False,True
3485,ép,ép,ADJ,ADJ,conj,xx,True,False
3486,.,.,PUNCT,PUNCT,punct,.,False,False
3487,pB,pb,ADV,ADV,advmod,xX,True,False
3488,",",",",PUNCT,PUNCT,punct,",",False,False
3489,je,je,PRON,PRON,nsubj,xx,True,True
3490,ne,ne,ADV,ADV,advmod,xx,True,True
3491,pourrais,pouvoir,VERB,VERB,advcl,xxxx,True,True
3492,guère,guère,ADV,ADV,advmod,xxxx,True,False
3493,en,en,ADP,ADP,mark,xx,True,True
3494,citer,citer,VERB,VERB,xcomp,xxxx,True,False
3495,plus,plus,ADV,ADV,advmod,xxxx,True,True
3496,de,de,ADP,ADP,fixed,xx,True,True
3497,vingt,vingt,NUM,NUM,nummod,xxxx,True,True
3498,exemples,exemple,NOUN,NOUN,obj,xxxx,True,False
3499,",",",",PUNCT,PUNCT,punct,",",False,False
3500,une,un,DET,DET,det,xxx,True,True
3501,quantité,quantité,NOUN,NOUN,nsubj,xxxx,True,False
3502,négligeable,négligeable,ADJ,ADJ,ROOT,xxxx,True,False
3503,face,face,NOUN,NOUN,punct,xxxx,True,False
3504,à,à,ADP,ADP,fixed,x,True,True
3505,l’,l’,NOUN,NOUN,fixed,x’,False,True
3506,énorme,énorme,ADJ,ADJ,amod,xxxx,True,False
3507,masse,masse,NOUN,NOUN,ROOT,xxxx,True,False
3508,des,de,ADP,ADP,case,xxx,True,True
3509,ak,ak,NOUN,NOUN,nmod,xx,True,False
3510,«,«,NOUN,NOUN,nmod,«,False,False
3511,remplaçant,remplaçant,ADJ,ADJ,amod,xxxx,True,False
3512,»,»,PUNCT,PUNCT,punct,»,False,False
3513,ak,ak,NOUN,NOUN,nmod,xx,True,False
3514,-,-,PROPN,PROPN,nmod,-,False,False
3515,a,avoir,AUX,AUX,nmod,x,True,True
3516,(,(,PUNCT,PUNCT,punct,(,False,False
3517,v.,v.,PRON,PRON,ROOT,x.,False,False
3518,J.,J.,PROPN,PROPN,ROOT,X.,False,False
3519,Krecher,Krecher,PROPN,PROPN,flat:name,Xxxxx,True,False
3520,",",",",PUNCT,PUNCT,punct,",",False,False
3521,ASJ,asj,NOUN,NOUN,ROOT,XXX,True,False
3522,15,15,NUM,NUM,nummod,dd,False,False
3523,[,[,PUNCT,PUNCT,punct,[,False,False
3524,1993,1993,NUM,NUM,obl:mod,dddd,False,False
3525,],],PUNCT,PUNCT,punct,],False,False
3526,89,89,NUM,NUM,nummod,dd,False,False
3527,sq,sq,NOUN,NOUN,nmod,xx,True,False
3528,.,.,PUNCT,PUNCT,ROOT,.,False,False
3529,),),PUNCT,PUNCT,punct,),False,False
3530,.,.,PUNCT,PUNCT,punct,.,False,False
3531,Cf,Cf,PROPN,PROPN,ROOT,Xx,True,False
3532,.,.,PUNCT,PUNCT,punct,.,False,False
3533,e.g,e.g,NOUN,NOUN,ROOT,x.x,False,False
3534,.,.,PUNCT,PUNCT,punct,.,False,False
3535,la,le,DET,DET,det,xx,True,True
3536,séquence,séquence,NOUN,NOUN,nsubj,xxxx,True,False
3537,fréquente,fréquent,ADJ,ADJ,amod,xxxx,True,False
3538,ge,ge,ADP,ADP,amod,xx,True,False
3539,ga,ga,DET,DET,fixed,xx,True,False
3540,6gˆ,6gˆ,ADJ,ADJ,fixed,dxx,False,False
3541,6gˆ,6gˆ,ADJ,ADJ,fixed,dxx,False,False
3542,a,avoir,VERB,VERB,aux:tense,x,True,True
3543,2,2,NUM,NUM,nummod,d,False,False
3544,ge,ge,PRON,PRON,ROOT,xx,True,False
3545,a,avoir,AUX,AUX,aux:tense,x,True,True
3546,ak,ak,VERB,VERB,fixed,xx,True,False
3547,u,u,ADP,ADP,case,x,True,False
3548,3,3,NUM,NUM,obj,d,False,False
3549,(,(,PUNCT,PUNCT,punct,(,False,False
3550,ge,ge,ADP,ADP,appos,xx,True,False
3551,),),PUNCT,PUNCT,punct,),False,False
3552,gilim,gilim,NOUN,NOUN,dep,xxxx,True,False
3553,sur-ra,sur-ra,NOUN,NOUN,amod,xxx-xx,False,False
3554,v.s,v.s,PROPN,PROPN,nmod,x.x,False,False
3555,.,.,PUNCT,PUNCT,punct,.,False,False
3556,",",",",PUNCT,PUNCT,punct,",",False,False
3557,«,«,PROPN,PROPN,dep,«,False,False
3558,qui,qui,PRON,PRON,nsubj,xxx,True,True
3559,ont,avoir,AUX,AUX,aux:tense,xxx,True,True
3560,transporté,transporter,VERB,VERB,ROOT,xxxx,True,False
3561,des,un,DET,DET,det,xxx,True,True
3562,roseaux,roseau,NOUN,NOUN,obj,xxxx,True,False
3563,",",",",PUNCT,PUNCT,punct,",",False,False
3564,humidifié(?)/trempé,humidifié(?)/trempé,PROPN,PROPN,obl:mod,xxxx(?)/xxxx,False,False
3565,(,(,PUNCT,PUNCT,punct,(,False,False
3566,?,?,PUNCT,PUNCT,punct,?,False,False
3567,),),PUNCT,PUNCT,punct,),False,False
3568,les,le,DET,DET,det,xxx,True,True
3569,roseaux,roseau,NOUN,NOUN,obj,xxxx,True,False
3570,et,et,CCONJ,CCONJ,cc,xx,True,True
3571,(,(,PUNCT,PUNCT,punct,(,False,False
3572,tordu,tordre,VERB,VERB,conj,xxxx,True,False
3573,=),=),VERB,VERB,aux:tense,=),False,False
3574,fait,fait,NOUN,NOUN,xcomp,xxxx,True,True
3575,des,de,ADP,ADP,case,xxx,True,True
3576,‹poteaux(?)›,‹poteaux(?)›,PROPN,PROPN,nmod,‹xxxx(?)›,False,False
3577,»,»,PUNCT,PUNCT,punct,»,False,False
3578,‹poteaux(?)›,‹poteaux(?)›,PROPN,PROPN,advmod,‹xxxx(?)›,False,False
3579,»,»,PUNCT,PUNCT,punct,»,False,False
3580,(,(,PUNCT,PUNCT,punct,(,False,False
3581,MVN,MVN,PROPN,PROPN,appos,XXX,True,False
3582,14,14,NUM,NUM,nummod,dd,False,False
3583,",",",",PUNCT,PUNCT,punct,",",False,False
3584,510:3–5,510:3–5,NUM,NUM,nummod,ddd:d–d,False,False
3585,;,;,PUNCT,PUNCT,punct,;,False,False
3586,UTAMI,utami,NOUN,NOUN,ROOT,XXXX,True,False
3587,3,3,NUM,NUM,nummod,d,False,False
3588,",",",",PUNCT,PUNCT,punct,",",False,False
3589,1912:3–5,1912:3–5,NUM,NUM,nummod,dddd:d–d,False,False
3590,et,et,CCONJ,CCONJ,cc,xx,True,True
3591,2201:3–5,2201:3–5,NUM,NUM,conj,dddd:d–d,False,False
3592,;,;,PUNCT,PUNCT,punct,;,False,False
3593,UTAMI,utami,NOUN,NOUN,ROOT,XXXX,True,False
3594,4,4,NUM,NUM,nummod,d,False,False
3595,",",",",PUNCT,PUNCT,punct,",",False,False
3596,2781:3–5,2781:3–5,NUM,NUM,nmod,dddd:d–d,False,False
3597,[,[,PUNCT,PUNCT,punct,[,False,False
3598,ajoute,ajoute,NOUN,NOUN,nmod,xxxx,True,False
3599,ge,ge,ADP,ADP,case,xx,True,False
3600,dar,dar,PROPN,PROPN,fixed,xxx,True,False
3601,-,-,NOUN,NOUN,obl:mod,-,False,False
3602,da,da,PRON,PRON,advcl,xx,True,True
3603,après,après,ADP,ADP,case,xxxx,True,True
3604,ge,ge,NOUN,NOUN,case,xx,True,False
3605,a,avoir,AUX,AUX,aux:tense,x,True,True
3606,ak,ak,VERB,VERB,acl:relcl,xx,True,False
3607,],],PUNCT,PUNCT,punct,],False,False
3608,et,et,CCONJ,CCONJ,cc,xx,True,True
3609,UTAMI,utami,NOUN,NOUN,conj,XXXX,True,False
3610,5,5,NUM,NUM,nmod,d,False,False
3611,",",",",PUNCT,PUNCT,punct,",",False,False
3612,3096:3–5,3096:3–5,NUM,NUM,nummod,dddd:d–d,False,False
3613,),),PUNCT,PUNCT,punct,),False,False
3614,.,.,PUNCT,PUNCT,punct,.,False,False
3615,tablets,tablet,NOUN,NOUN,ROOT,xxxx,True,False
3616,in,in,X,X,amod,xx,True,False
3617,the,the,X,X,dep,xxx,True,False
3618,collections,collecter,VERB,VERB,acl,xxxx,True,False
3619,of,of,X,X,case,xx,True,False
3620,the,the,X,X,obl:arg,xxx,True,False
3621,Oriental,Oriental,PROPN,PROPN,obj,Xxxxx,True,False
3622,Institute,Institute,PROPN,PROPN,flat:name,Xxxxx,True,False
3623,",",",",PUNCT,PUNCT,punct,",",False,False
3624,Univ,Univ,PROPN,PROPN,obl:mod,Xxxx,True,False
3625,.,.,PUNCT,PUNCT,punct,.,False,False
3626,of,of,ADP,ADP,case,xx,True,False
3627,Chicago,Chicago,PROPN,PROPN,ROOT,Xxxxx,True,False
3628,  ,  ,SPACE,SPACE,dep,  ,False,False
3629,partir,partir,VERB,VERB,fixed,xxxx,True,False
3630,de,de,ADP,ADP,case,xx,True,True
3631,l’,l’,NOUN,NOUN,nmod,x’,False,True
3632,ép,ép,ADJ,ADJ,amod,xx,True,False
3633,.,.,PUNCT,PUNCT,punct,.,False,False
3634,pB,pb,ADV,ADV,advmod,xX,True,False
3635,",",",",PUNCT,PUNCT,punct,",",False,False
3636,la,le,DET,DET,det,xx,True,True
3637,graphie,graphie,NOUN,NOUN,nsubj,xxxx,True,False
3638,ak,ak,NOUN,NOUN,nmod,xx,True,False
3639,-,-,PROPN,PROPN,nmod,-,False,False
3640,a,avoir,AUX,AUX,aux:tense,x,True,True
3641,devient,devenir,VERB,VERB,ROOT,xxxx,True,False
3642,standard,standard,ADJ,ADJ,advmod,xxxx,True,False
3643,",",",",PUNCT,PUNCT,punct,",",False,False
3644,sans,sans,ADP,ADP,mark,xxxx,True,True
3645,supplanter,supplanter,VERB,VERB,advcl,xxxx,True,False
3646,toutefois,toutefois,ADV,ADV,advmod,xxxx,True,False
3647,complètement,complètement,ADV,ADV,advmod,xxxx,True,False
3648,ak,ak,NOUN,NOUN,xcomp,xx,True,False
3649,(,(,PUNCT,PUNCT,punct,(,False,False
3650,avant,avant,ADP,ADP,case,xxxx,True,True
3651,tout,tout,ADV,ADV,advmod,xxxx,True,True
3652,dans,dans,ADP,ADP,case,xxxx,True,True
3653,l’,l’,ADJ,ADJ,amod,x’,False,True
3654,acception,acception,NOUN,NOUN,obl:mod,xxxx,True,False
3655,«,«,ADJ,ADJ,amod,«,False,False
3656,qui,qui,PRON,PRON,nsubj,xxx,True,True
3657,est,être,AUX,AUX,cop,xxx,True,True
3658,/,/,SYM,SYM,advmod,/,False,False
3659,a,avoir,AUX,AUX,aux:tense,x,True,True
3660,été,être,AUX,AUX,cop,xxx,True,False
3661,fait,faire,VERB,VERB,acl:relcl,xxxx,True,True
3662,»,»,PUNCT,PUNCT,punct,»,False,False
3663,[,[,PUNCT,PUNCT,punct,[,False,False
3664,passif])9,passif])9,NOUN,NOUN,obj,xxxx])d,False,False
3665,.,.,PUNCT,PUNCT,punct,.,False,False
3666,7,7,NUM,NUM,nummod,d,False,False
3667,Trois,Trois,NUM,NUM,nummod,Xxxxx,True,True
3668,autres,autre,ADJ,ADJ,amod,xxxx,True,True
3669,exemples,exemple,NOUN,NOUN,ROOT,xxxx,True,False
3670,(,(,PUNCT,PUNCT,punct,(,False,False
3671,Suse,Suse,PROPN,PROPN,appos,Xxxx,True,False
3672,",",",",PUNCT,PUNCT,punct,",",False,False
3673,prov,prov,PROPN,PROPN,appos,xxxx,True,False
3674,.,.,PUNCT,PUNCT,punct,.,False,False
3675,inc,inc,ADJ,ADJ,ROOT,xxx,True,False
3676,.,.,PUNCT,PUNCT,punct,.,False,False
3677,),),PUNCT,PUNCT,punct,),False,False
3678,plaident,plaider,VERB,VERB,ROOT,xxxx,True,False
3679,en,en,ADP,ADP,case,xx,True,True
3680,revanche,revanche,NOUN,NOUN,obl:mod,xxxx,True,False
3681,pour,pour,ADP,ADP,case,xxxx,True,True
3682,la,le,DET,DET,det,xx,True,True
3683,préservation,préservation,NOUN,NOUN,obl:mod,xxxx,True,False
3684,du,de,ADP,ADP,case,xx,True,True
3685,/a/,/a/,ADJ,ADJ,amod,/x/,False,False
3686,initial,initial,NOUN,NOUN,nmod,xxxx,True,False
3687,(,(,PUNCT,PUNCT,punct,(,False,False
3688,v.,v.,PRON,PRON,nsubj,x.,False,False
3689,en,en,ADP,ADP,case,xx,True,True
3690,général,général,NOUN,NOUN,nmod,xxxx,True,False
3691,infra,infra,ADJ,ADJ,parataxis,xxxx,True,False
3692,3.2,3.2,NUM,NUM,nummod,d.d,False,False
3693,),),PUNCT,PUNCT,punct,),False,False
3694,;,;,PUNCT,PUNCT,punct,;,False,False
3695,dans,dans,ADP,ADP,case,xxxx,True,True
3696,ce,ce,DET,DET,det,xx,True,True
3697,cas,cas,NOUN,NOUN,obl:mod,xxx,True,False
3698,",",",",PUNCT,PUNCT,punct,",",False,False
3699,la,le,DET,DET,det,xx,True,True
3700,finale,finale,NOUN,NOUN,nsubj,xxxx,True,False
3701,du,de,ADP,ADP,case,xx,True,True
3702,mot,mot,NOUN,NOUN,nmod,xxx,True,False
3703,précédent,précédent,ADJ,ADJ,amod,xxxx,True,False
3704,jouait,jouer,VERB,VERB,ROOT,xxxx,True,False
3705,certainement,certainement,ADV,ADV,advmod,xxxx,True,False
3706,certainement,certainement,ADV,ADV,advmod,xxxx,True,False
3707,un,un,DET,DET,det,xx,True,True
3708,rôle,rôle,NOUN,NOUN,obj,xxxx,True,False
3709,",",",",PUNCT,PUNCT,punct,",",False,False
3710,du,de,ADP,ADP,advmod,xx,True,True
3711,moins,moins,ADV,ADV,fixed,xxxx,True,True
3712,à,à,ADP,ADP,mark,x,True,True
3713,en,en,PRON,PRON,mark,xx,True,True
3714,juger,juger,VERB,VERB,advcl,xxxx,True,False
3715,par,par,ADP,ADP,case,xxx,True,True
3716,les,le,DET,DET,det,xxx,True,True
3717,sandhis,sandhi,NOUN,NOUN,obl:agent,xxxx,True,False
3718,du,de,ADP,ADP,case,xx,True,True
3719,type,type,NOUN,NOUN,nmod,xxxx,True,False
3720,[,[,PUNCT,PUNCT,punct,[,False,False
3721,gˆ,gˆ,DET,DET,det,xx,True,False
3722,esˇt,esˇt,NOUN,NOUN,nsubj,xxxx,True,False
3723,],],PUNCT,PUNCT,punct,],False,False
3724,esˇt,esˇt,NOUN,NOUN,acl,xxxx,True,False
3725,],],PUNCT,PUNCT,punct,],False,False
3726,u,u,ADP,ADP,case,x,True,False
3727,9gˆ,9gˆ,ADJ,ADJ,amod,dxx,False,False
3728,esˇtu(-)gaa,esˇtu(-)gaa,NOUN,NOUN,parataxis,xxxx(-)xxx,False,False
3729,-,-,ADJ,ADJ,nmod,-,False,False
3730,ni,ni,CCONJ,CCONJ,cc,xx,True,True
3731,esˇtu(-)gaa,esˇtu(-)gaa,NOUN,NOUN,conj,xxxx(-)xxx,False,False
3732,-,-,PRON,PRON,nmod,-,False,False
3733,ni,ni,CCONJ,CCONJ,cc,xx,True,True
3734,=,=,VERB,VERB,conj,=,False,False
3735,gˆ,gˆ,DET,DET,det,xx,True,False
3736,esˇt,esˇt,NOUN,NOUN,obj,xxxx,True,False
3737,esˇt,esˇt,NOUN,NOUN,amod,xxxx,True,False
3738,u,u,ADP,ADP,case,x,True,False
3739,9gˆ,9gˆ,ADJ,ADJ,amod,dxx,False,False
3740,esˇtu,esˇtu,PRON,PRON,obl:arg,xxxx,True,False
3741,akn,akn,PROPN,PROPN,advmod,xxx,True,False
3742,akn,akn,ADV,ADV,fixed,xxx,True,False
3743,i,i,ADJ,ADJ,fixed,x,True,True
3744,(,(,PUNCT,PUNCT,punct,(,False,False
3745,U,u,NOUN,NOUN,appos,X,True,False
3746,-,-,PROPN,PROPN,nmod,-,False,False
3747,ezinan,ezinan,PROPN,PROPN,nmod,xxxx,True,False
3748,162,162,NUM,NUM,nummod,ddd,False,False
3749,G1,g1,NOUN,NOUN,nmod,Xd,False,False
3750,),),PUNCT,PUNCT,punct,),False,False
3751,ou,ou,CCONJ,CCONJ,cc,xx,True,True
3752,e,e,ADP,ADP,case,x,True,False
3753,n,n,ADJ,ADJ,obl:agent,x,True,False
3754,-n,-n,PRON,PRON,fixed,-x,False,False
3755,u,u,ADP,ADP,fixed,x,True,False
3756,-un(-)n,-un(-)n,NUM,NUM,fixed,-xx(-)x,False,False
3757,ag,ag,NOUN,NOUN,fixed,xx,True,False
3758,-,-,PRON,PRON,fixed,-,False,False
3759,ab,ab,AUX,AUX,obj,xx,True,False
3760,=,=,VERB,VERB,dep,=,False,False
3761,en,en,ADJ,ADJ,advmod,xx,True,True
3762,-,-,NOUN,NOUN,obl:mod,-,False,False
3763,nuu,nuu,NOUN,NOUN,obl:mod,xxx,True,False
3764,en,en,NOUN,NOUN,obl:arg,xx,True,True
3765,-,-,NUM,NUM,obl:mod,-,False,False
3766,nuu,nuu,NOUN,NOUN,obl:mod,xxx,True,False
3767,gˆ,gˆ,DET,DET,advmod,xx,True,False
3768,3,3,NUM,NUM,obj,d,False,False
3769,akab,akab,AUX,AUX,aux:tense,xxxx,True,False
3770,akab,akab,ADJ,ADJ,xcomp,xxxx,True,False
3771,(,(,PUNCT,PUNCT,punct,(,False,False
3772,FI,fi,NOUN,NOUN,parataxis,XX,True,False
3773,6,6,NUM,NUM,nummod,d,False,False
3774,A3,a3,NOUN,NOUN,nmod,Xd,False,False
3775,),),PUNCT,PUNCT,punct,),False,False
3776,.,.,PUNCT,PUNCT,punct,.,False,False
3777,8,8,NUM,NUM,ROOT,d,False,False
3778,Mais,mais,CCONJ,CCONJ,cc,Xxxx,True,True
3779,confer,confer,VERB,VERB,conj,xxxx,True,False
3780,  ,  ,SPACE,SPACE,dep,  ,False,False
3781,akk,akk,DET,DET,xcomp,xxx,True,False
3782,akk,akk,DET,DET,dep,xxx,True,False
3783,[,[,PUNCT,PUNCT,punct,[,False,False
3784,a,avoir,AUX,AUX,aux:tense,x,True,True
3785,],],PUNCT,PUNCT,punct,],False,False
3786,déjà,déjà,ADV,ADV,advmod,xxxx,True,True
3787,dans,dans,ADP,ADP,case,xxxx,True,True
3788,Sˇ,sˇ,DET,DET,punct,Xx,True,False
3789,21,21,NUM,NUM,nummod,dd,False,False
3790,(,(,PUNCT,PUNCT,punct,(,False,False
3791,MVN,MVN,PROPN,PROPN,appos,XXX,True,False
3792,21,21,NUM,NUM,nummod,dd,False,False
3793,",",",",PUNCT,PUNCT,punct,",",False,False
3794,270,270,NUM,NUM,nummod,ddd,False,False
3795,reverse,reverse,NOUN,NOUN,conj,xxxx,True,False
3796,;,;,PUNCT,PUNCT,punct,;,False,False
3797,revised,revised,VERB,VERB,ROOT,xxxx,True,False
3798,  ,  ,SPACE,SPACE,dep,  ,False,False
3799,3,3,NUM,NUM,nummod,d,False,False
3800,[,[,PUNCT,PUNCT,punct,[,False,False
3801,Um,um,ADV,ADV,ROOT,Xx,True,False
3802,.,.,PUNCT,PUNCT,punct,.,False,False
3803,],],PUNCT,PUNCT,ROOT,],False,False
3804,),),PUNCT,PUNCT,ROOT,),False,False
3805,.,.,PUNCT,PUNCT,punct,.,False,False
3806,9,9,NUM,NUM,nummod,d,False,False
3807,Cf,Cf,PROPN,PROPN,ROOT,Xx,True,False
3808,.,.,PUNCT,PUNCT,punct,.,False,False
3809,infra,infra,NOUN,NOUN,ROOT,xxxx,True,False
3810,3.3,3.3,NUM,NUM,nummod,d.d,False,False
3811,pour,pour,ADP,ADP,case,xxxx,True,True
3812,pronom,pronom,ADJ,ADJ,nmod,xxxx,True,False
3813,pers.gin,pers.gin,NOUN,NOUN,obj,xxxx.xxx,False,False
3814,pers.gin,pers.gin,VERB,VERB,ROOT,xxxx.xxx,False,False
3815,7,7,NUM,NUM,nummod,d,False,False
3816,ak,ak,NOUN,NOUN,obj,xx,True,False
3817,«,«,PROPN,PROPN,nmod,«,False,False
3818,qui,qui,PRON,PRON,nsubj,xxx,True,True
3819,est,être,AUX,AUX,aux:tense,xxx,True,True
3820,fait,faire,VERB,VERB,acl:relcl,xxxx,True,True
3821,comme,comme,ADP,ADP,case,xxxx,True,True
3822,moi(/,moi(/,NOUN,NOUN,obl:mod,xxx(/,False,False
3823,…,…,NOUN,NOUN,obj,…,False,False
3824,),),PUNCT,PUNCT,punct,),False,False
3825,»,»,PUNCT,PUNCT,obl:mod,»,False,False
3826,et,et,CCONJ,CCONJ,cc,xx,True,True
3827,3.3.1,3.3.1,NUM,NUM,nmod,d.d.d,False,False
3828,pour,pour,ADP,ADP,case,xxxx,True,True
3829,u,u,ADP,ADP,fixed,x,True,False
3830,m,m,VERB,VERB,fixed,x,True,False
3831,u,u,ADJ,ADJ,advmod,x,True,False
3832,m,m,ADP,ADP,fixed,x,True,False
3833,ak,ak,NOUN,NOUN,nmod,xx,True,False
3834,",",",",PUNCT,PUNCT,punct,",",False,False
3835,partiellement,partiellement,NOUN,NOUN,conj,xxxx,True,False
3836,«,«,PROPN,PROPN,flat:name,«,False,False
3837,qui,qui,PRON,PRON,nsubj:pass,xxx,True,True
3838,a,avoir,AUX,AUX,aux:tense,x,True,True
3839,été,être,AUX,AUX,aux:pass,xxx,True,False
3840,instruit,instruire,VERB,VERB,acl:relcl,xxxx,True,False
3841,»,»,PUNCT,PUNCT,punct,»,False,False
3842,.,.,PUNCT,PUNCT,punct,.,False,False
3843,Ajouter,ajouter,VERB,VERB,ROOT,Xxxxx,True,False
3844,par,par,ADP,ADP,case,xxx,True,True
3845,ex,e,NOUN,NOUN,obl:agent,xx,True,False
3846,.,.,PUNCT,PUNCT,punct,.,False,False
3847,a,avoir,AUX,AUX,dep,x,True,True
3848,-,-,VERB,VERB,nsubj,-,False,False
3849,n,ne,PRON,PRON,advmod,x,True,False
3850,a,avoir,AUX,AUX,aux:tense,x,True,True
3851,ak,ak,VERB,VERB,obj,xx,True,False
3852,=,=,VERB,VERB,advcl,=,False,False
3853,a,avoir,AUX,AUX,advmod,x,True,True
3854,-,-,ADJ,ADJ,cop,-,False,False
3855,na,na,PROPN,PROPN,obj,xx,True,True
3856,mim,mim,PROPN,PROPN,dep,xxx,True,False
3857,-,-,PROPN,PROPN,fixed,-,False,False
3858,ma,mon,DET,DET,det,xx,True,True
3859,sˇa2,sˇa2,NOUN,NOUN,nmod,xxxd,False,False
3860,in,in,PROPN,PROPN,amod,xx,True,False
3861,-,-,ADJ,ADJ,nmod,-,False,False
3862,ne2-ep,ne2-ep,PROPN,PROPN,nmod,xxd-xx,False,False
3863,-,-,PROPN,PROPN,nmod,-,False,False
3864,sˇu,sˇu,PROPN,PROPN,nmod,xxx,True,False
3865,«,«,PUNCT,PUNCT,punct,«,False,False
3866,tout,tout,ADJ,ADJ,amod,xxxx,True,True
3867,ce,ce,PRON,PRON,nmod,xx,True,True
3868,qui,qui,PRON,PRON,nsubj,xxx,True,True
3869,a,avoir,AUX,AUX,aux:tense,x,True,True
3870,été,être,AUX,AUX,cop,xxx,True,False
3871,fait,faire,VERB,VERB,acl:relcl,xxxx,True,True
3872,»,»,PUNCT,PUNCT,nsubj,»,False,False
3873,(,(,PUNCT,PUNCT,punct,(,False,False
3874,Lugale,Lugale,PROPN,PROPN,parataxis,Xxxxx,True,False
3875,112,112,NUM,NUM,nummod,ddd,False,False
3876,),),PUNCT,PUNCT,punct,),False,False
3877,",",",",PUNCT,PUNCT,punct,",",False,False
3878,aga/,aga/,VERB,VERB,ROOT,xxx/,False,False
3879,ag,ag,PRON,PRON,flat:name,xx,True,False
3880,a,avoir,VERB,VERB,punct,x,True,True
3881,3,3,NUM,NUM,nmod,d,False,False
3882,zi,zi,ADP,ADP,case,xx,True,False
3883,ak,ak,NOUN,NOUN,nmod,xx,True,False
3884,-,-,NOUN,NOUN,nmod,-,False,False
3885,me,me,PRON,PRON,nmod,xx,True,True
3886,-en,-en,PRON,PRON,dep,-xx,False,False
3887,«,«,PROPN,PROPN,punct,«,False,False
3888,je,je,PRON,PRON,nsubj,xx,True,True
3889,suis,être,AUX,AUX,cop,xxxx,True,True
3890,celui,celui,PRON,PRON,parataxis,xxxx,True,True
3891,qui,qui,PRON,PRON,nsubj:pass,xxx,True,True
3892,a,avoir,AUX,AUX,aux:tense,x,True,True
3893,été,être,AUX,AUX,aux:pass,xxx,True,False
3894,couronné,couronner,VERB,VERB,dep,xxxx,True,False
3895,de,de,ADP,ADP,case,xx,True,True
3896,la,le,DET,DET,det,xx,True,True
3897,couronne,couronne,NOUN,NOUN,obl:agent,xxxx,True,False
3898,légitime,légitime,ADJ,ADJ,amod,xxxx,True,False
3899,»,»,PUNCT,PUNCT,punct,»,False,False
3900,(,(,PUNCT,PUNCT,punct,(,False,False
3901,SˇE,sˇe,NOUN,NOUN,dep,XxX,True,False
3902,9,9,NUM,NUM,nummod,d,False,False
3903,),),PUNCT,PUNCT,punct,),False,False
3904,",",",",PUNCT,PUNCT,punct,",",False,False
